author,reviewBody,reviewRating,ratingMaxvalue,dateCreated,reviewUrl,reviewSource,name,address,Sentiment
Garth,Best in the west! I attend this college and I would recommend it. Friendly environment and great clean facilities.,5,5,6 years ago,https://www.google.com/maps/contrib/110848891870474395521/reviews?hl=en-US&sa=X&ved=2ahUKEwiv-afr6uP7AhXPFmIAHdtlAoIQvfQBegQIARAY,www.google.com,Atlantic Technological University - Donegal Letterkenny Campus,"Port Rd, Gortlee, Letterkenny, County Donegal, Ireland",
Don Brolly,Top class,5,5,a year ago,https://www.google.com/maps/contrib/110154874835495626215/reviews?hl=en-US&sa=X&ved=2ahUKEwiv-afr6uP7AhXPFmIAHdtlAoIQvfQBegUIARDIAQ,www.google.com,Atlantic Technological University - Donegal Letterkenny Campus,"Port Rd, Gortlee, Letterkenny, County Donegal, Ireland",
Stanley Nyadzayo,All lecturers care and do their best to transfer knowledge. Great place to study.,5,5,6 years ago,https://www.google.com/maps/contrib/117240517783306219994/reviews?hl=en-US&sa=X&ved=2ahUKEwiv-afr6uP7AhXPFmIAHdtlAoIQvfQBegQIARBE,www.google.com,Atlantic Technological University - Donegal Letterkenny Campus,"Port Rd, Gortlee, Letterkenny, County Donegal, Ireland",
Stephen Carroll,Good College and they finally added more much needed parking spaces,5,5,5 years ago,https://www.google.com/maps/contrib/107211602306884007738/reviews?hl=en-US&sa=X&ved=2ahUKEwiv-afr6uP7AhXPFmIAHdtlAoIQvfQBegUIARCGAQ,www.google.com,Atlantic Technological University - Donegal Letterkenny Campus,"Port Rd, Gortlee, Letterkenny, County Donegal, Ireland",
Faran Shahid,"Went for the COVID vaccine, staff was very cooperative and helpful.",5,5,a year ago,https://www.google.com/maps/contrib/114471996855239114039/reviews?hl=en-US&sa=X&ved=2ahUKEwic8Ovq6uP7AhUHEFkFHa3VAgEQvfQBegQIARB3,www.google.com,Atlantic Technological University - Donegal Letterkenny Campus,"Port Rd, Gortlee, Letterkenny, County Donegal, Ireland",
ACHIEVERS POINT (Achievers Point),Study in Ireland offers you 2 years of post study work visa.,5,5,4 years ago,https://www.google.com/maps/contrib/108232483697777335225/reviews?hl=en-US&sa=X&ved=2ahUKEwiv-afr6uP7AhXPFmIAHdtlAoIQvfQBegQIARAu,www.google.com,Atlantic Technological University - Donegal Letterkenny Campus,"Port Rd, Gortlee, Letterkenny, County Donegal, Ireland",
Patricia Sanz Cobos,Really well organized the Lyit for the vaccination,5,5,a year ago,https://www.google.com/maps/contrib/107780174310311703264/reviews?hl=en-US&sa=X&ved=2ahUKEwiv-afr6uP7AhXPFmIAHdtlAoIQvfQBegQIARAC,www.google.com,Atlantic Technological University - Donegal Letterkenny Campus,"Port Rd, Gortlee, Letterkenny, County Donegal, Ireland",
Ciaran Doohan,My colleague very cool very nice,5,5,a year ago,https://www.google.com/maps/contrib/103850731387280182706/reviews?hl=en-US&sa=X&ved=2ahUKEwiv-afr6uP7AhXPFmIAHdtlAoIQvfQBegQIARBw,www.google.com,Atlantic Technological University - Donegal Letterkenny Campus,"Port Rd, Gortlee, Letterkenny, County Donegal, Ireland",
Carol Ann Morgan,"The Covid19 vaccines are being given from here, so I can only comment for that. Very organised and everyone pleasantly friendly and helpful.",5,5,a year ago,https://www.google.com/maps/contrib/109798765136908846702/reviews?hl=en-US&sa=X&ved=2ahUKEwic8Ovq6uP7AhUHEFkFHa3VAgEQvfQBegQIARBL,www.google.com,Atlantic Technological University - Donegal Letterkenny Campus,"Port Rd, Gortlee, Letterkenny, County Donegal, Ireland",
Darrall Curran,Got the first covid injection plenty of staff on to direct you were to go,4,5,a year ago,https://www.google.com/maps/contrib/111019616700840347488/reviews?hl=en-US&sa=X&ved=2ahUKEwic8Ovq6uP7AhUHEFkFHa3VAgEQvfQBegUIARCNAQ,www.google.com,Atlantic Technological University - Donegal Letterkenny Campus,"Port Rd, Gortlee, Letterkenny, County Donegal, Ireland",
Elaine G,,5,5,4 years ago,https://www.google.com/maps/contrib/104047547220591483181/reviews?hl=en-US&sa=X&ved=2ahUKEwihqd667uP7AhUvLFkFHRHHBfwQvfQBegUIARCHAQ,www.google.com,"Carlow College, St Patrick's,","College St, Carlow, Ireland",
Alex Z,,5,5,4 years ago,https://www.google.com/maps/contrib/109111973101920322292/reviews?hl=en-US&sa=X&ved=2ahUKEwj496G67uP7AhU9FFkFHW_5BFoQvfQBegUIARDKAQ,www.google.com,"Carlow College, St Patrick's,","College St, Carlow, Ireland",
Ivan Ivanchev,,5,5,2 months ago,https://www.google.com/maps/contrib/108066106941395523576/reviews?hl=en-US&sa=X&ved=2ahUKEwj496G67uP7AhU9FFkFHW_5BFoQvfQBegUIARCkAQ,www.google.com,"Carlow College, St Patrick's,","College St, Carlow, Ireland",
Angela Fitzpatrick,,3,5,2 years ago,https://www.google.com/maps/contrib/105548798134727218457/reviews?hl=en-US&sa=X&ved=2ahUKEwihqd667uP7AhUvLFkFHRHHBfwQvfQBegQIARBO,www.google.com,"Carlow College, St Patrick's,","College St, Carlow, Ireland",
josep ,my second time abroad brings me very nice memories,5,5,3 years ago,https://www.google.com/maps/contrib/114292295871480296852/reviews?hl=en-US&sa=X&ved=2ahUKEwj496G67uP7AhU9FFkFHW_5BFoQvfQBegUIARCOAQ,www.google.com,"Carlow College, St Patrick's,","College St, Carlow, Ireland",
Acro543,,5,5,10 months ago,https://www.google.com/maps/contrib/102261630734427140507/reviews?hl=en-US&sa=X&ved=2ahUKEwihqd667uP7AhUvLFkFHRHHBfwQvfQBegUIARCaAQ,www.google.com,"Carlow College, St Patrick's,","College St, Carlow, Ireland",
Ellen Mitchell,,5,5,7 months ago,https://www.google.com/maps/contrib/101865028253594982806/reviews?hl=en-US&sa=X&ved=2ahUKEwihqd667uP7AhUvLFkFHRHHBfwQvfQBegQIARAo,www.google.com,"Carlow College, St Patrick's,","College St, Carlow, Ireland",
Dimitar Behlimov,,5,5,4 years ago,https://www.google.com/maps/contrib/101133119927182295365/reviews?hl=en-US&sa=X&ved=2ahUKEwihqd667uP7AhUvLFkFHRHHBfwQvfQBegQIARA7,www.google.com,"Carlow College, St Patrick's,","College St, Carlow, Ireland",
Peter Boyd,Very nice historic building.,5,5,5 months ago,https://www.google.com/maps/contrib/115065807453604486343/reviews?hl=en-US&sa=X&ved=2ahUKEwj496G67uP7AhU9FFkFHW_5BFoQvfQBegQIARBi,www.google.com,"Carlow College, St Patrick's,","College St, Carlow, Ireland",
Kevin Dermody,"Fabulous amenity in the centre of Carlow , , an amazing college steeped with history with vibrant staff and learners , ,",5,5,5 months ago,https://www.google.com/maps/contrib/114809647840293356180/reviews?hl=en-US&sa=X&ved=2ahUKEwj496G67uP7AhU9FFkFHW_5BFoQvfQBegQIARAY,www.google.com,"Carlow College, St Patrick's,","College St, Carlow, Ireland",
Stephen Saunderson,Great place to play cricket. Good bunch of players too. Thanks for the day guys. Really enjoyed it,5,5,2 years ago,https://www.google.com/maps/contrib/112382375214106424324/reviews?hl=en-US&sa=X&ved=2ahUKEwj496G67uP7AhU9FFkFHW_5BFoQvfQBegQIARB4,www.google.com,"Carlow College, St Patrick's,","College St, Carlow, Ireland",
Craig McLoughlin-Burke,,4,5,a year ago,https://www.google.com/maps/contrib/108346100004789290116/reviews?hl=en-US&sa=X&ved=2ahUKEwihqd667uP7AhUvLFkFHRHHBfwQvfQBegQIARB0,www.google.com,"Carlow College, St Patrick's,","College St, Carlow, Ireland",
George Browne,,5,5,9 months ago,https://www.google.com/maps/contrib/113701897113348526973/reviews?hl=en-US&sa=X&ved=2ahUKEwihqd667uP7AhUvLFkFHRHHBfwQvfQBegQIARAV,www.google.com,"Carlow College, St Patrick's,","College St, Carlow, Ireland",
Samir Kundu,,5,5,5 months ago,https://www.google.com/maps/contrib/103542557710366239201/reviews?hl=en-US&sa=X&ved=2ahUKEwihqd667uP7AhUvLFkFHRHHBfwQvfQBegQIARBh,www.google.com,"Carlow College, St Patrick's,","College St, Carlow, Ireland",
George Smith,Beautiful historic building and grounds .The Visual and George Bernard Shaw Theatre and Carlow Cricket club on site. A must visit for a stroll or walk your Dog on lead.,4,5,8 months ago,https://www.google.com/maps/contrib/105673033120958917841/reviews?hl=en-US&sa=X&ved=2ahUKEwj496G67uP7AhU9FFkFHW_5BFoQvfQBegQIARA2,www.google.com,"Carlow College, St Patrick's,","College St, Carlow, Ireland",
Nathan Allison,I graduated from here in 2009 in Humanities. I went and continued my studies in UCD in 2016 and I preferred Carlow College. The Carlow College lecturers and staff were top notch. They were friendly and helpful. Most knew the students names and the high quality lectures had a relaxed and personal touch. I wasn't mad about living in Carlow but the College was decent.,5,5,4 years ago,https://www.google.com/maps/contrib/103424457081486890375/reviews?hl=en-US&sa=X&ved=2ahUKEwj496G67uP7AhU9FFkFHW_5BFoQvfQBegQIARBM,www.google.com,"Carlow College, St Patrick's,","College St, Carlow, Ireland",
Michelle Power,,5,5,4 years ago,https://www.google.com/maps/contrib/106332290377225391504/reviews?hl=en-US&sa=X&ved=2ahUKEwj496G67uP7AhU9FFkFHW_5BFoQvfQBegUIARC3AQ,www.google.com,"Carlow College, St Patrick's,","College St, Carlow, Ireland",
Sandra Walker,,5,5,4 years ago,https://www.google.com/maps/contrib/115731088806553177521/reviews?hl=en-US&sa=X&ved=2ahUKEwihqd667uP7AhUvLFkFHRHHBfwQvfQBegUIARCsAQ,www.google.com,"Carlow College, St Patrick's,","College St, Carlow, Ireland",
Elaine Rowe,,5,5,3 years ago,https://www.google.com/maps/contrib/115324669177008505631/reviews?hl=en-US&sa=X&ved=2ahUKEwihqd667uP7AhUvLFkFHRHHBfwQvfQBegQIARAC,www.google.com,"Carlow College, St Patrick's,","College St, Carlow, Ireland",
Soumily Mallick,,5,5,a year ago,https://www.google.com/maps/contrib/114225564991808855210/reviews?hl=en-US&sa=X&ved=2ahUKEwj496G67uP7AhU9FFkFHW_5BFoQvfQBegUIARDdAQ,www.google.com,"Carlow College, St Patrick's,","College St, Carlow, Ireland",
Patrick Mooney,The Location is perfect !! College not so much.,3,5,2 weeks ago,https://www.google.com/maps/contrib/115480428386380683171/reviews?hl=en-US&sa=X&ved=2ahUKEwjT--Of5OP7AhXXLFkFHZPzDmwQvfQBegQIARBa,www.google.com,Dublin Business School,"13/14 Aungier St, Dublin, Ireland",
Sinan Dullovi,Unfair an incompetent distribution of grades. things are suggested and promised without really sticking to them. Very disappointing school & do not recommend. There is no option of giving no star otherwise I would have given.,1,5,2 months ago,https://www.google.com/maps/contrib/112947241075118908163/reviews?hl=en-US&sa=X&ved=2ahUKEwjpg6ef5OP7AhWBEGIAHZ9nChQQvfQBegUIARCZAQ,www.google.com,Dublin Business School,"13/14 Aungier St, Dublin, Ireland",
Karumwa Family,"So we did an our final exam research methods 1 for April intake 2022 for our masters program. Exams results came out and we moved on to next semester. Only for the university to send us an email telling us we have repeat the exams done in research methods 1 because they noted some 'Academic Impropriety'. PS this was after all results have been given to the students and we have started the next semester classes. See attached. Please note they will not help in accommodation at all. Especially with the Housing crisis in Ireland- so long as you have paid school fees, they don't care. PS: other universities have campus accommodation DBS has none. Be careful international students as you pick your college of choose.",1,5,a month ago,https://www.google.com/maps/contrib/108014119433217242498/reviews?hl=en-US&sa=X&ved=2ahUKEwjpg6ef5OP7AhWBEGIAHZ9nChQQvfQBegQIARBW,www.google.com,Dublin Business School,"13/14 Aungier St, Dublin, Ireland",
Adan Rehman,Can someone please guide me about admission in Dbs. I have no idea what to do.please guide me. I want to take admission in media. I will be so thankful in advance,5,5,2 months ago,https://www.google.com/maps/contrib/115190566251224371406/reviews?hl=en-US&sa=X&ved=2ahUKEwjpg6ef5OP7AhWBEGIAHZ9nChQQvfQBegUIARDbAQ,www.google.com,Dublin Business School,"13/14 Aungier St, Dublin, Ireland",
Cleiton Nunes,"DBS was the worst institution I've studied my whole life, even considering that I did a previous degree in a ""third-world country"". Having professional experience in the field I've chosen to study at DBS and also having a previous degree on the same area I can tell that main topics of important modules are not given to the students in my class. There are lecturers with an amazing professional CV or even great career achievements, but at the same time I've seen people learning or understanding nothing from them, even different groups would tell they couldn't follow the classes. One of those terrible lecturers once refused to give explanations or clarify the topics ""explained"". The college has no transparency with the students and all information given ate mostly not accurate or incomplete. I was January intake and my class just found out we were not having holidays 1 month before the end of our classes, at the same time that we were taken by surprise by the college saying we would have to pay earlier than expected. Every single staff give different informations, in a way that you talk personally, give a call, send an email and get 3 completely different answers in all your attempts.",1,5,2 weeks ago,https://www.google.com/maps/contrib/104826878534847681798/reviews?hl=en-US&sa=X&ved=2ahUKEwjpg6ef5OP7AhWBEGIAHZ9nChQQvfQBegQIARBs,www.google.com,Dublin Business School,"13/14 Aungier St, Dublin, Ireland",
Sam Mathew,Not a bad college to be fairly honest but could do better with how they approach teaching. Lectures are seen in a boring light by the majority anyway so lecturers could bring a bit more enthusiasm and chip to the classroom and engage with the students more rather than just read off PowerPoint slides (we could do that at home if we wanted). Support provided by Admin staff is however stellar. Any requests and advice is provided promptly so kudos to that. Amenities are a plenty since the institution is located smack right in the heart of Dublin.,3,5,3 years ago,https://www.google.com/maps/contrib/104223190608949867784/reviews?hl=en-US&sa=X&ved=2ahUKEwjT--Of5OP7AhXXLFkFHZPzDmwQvfQBegUIARCHAQ,www.google.com,Dublin Business School,"13/14 Aungier St, Dublin, Ireland",
karambu Lynn,"Thank you so much guys. I got my refund. even though I wasn't able to pursue my dreams to study my masters this time, as an international student from Kenya I say thank you, esp to Mr Giles Kilcoyne who took me through everything and put up with everything I needed. Asante Sana. God bless!",5,5,10 months ago,https://www.google.com/maps/contrib/115933831578899220675/reviews?hl=en-US&sa=X&ved=2ahUKEwjT--Of5OP7AhXXLFkFHZPzDmwQvfQBegQIARBE,www.google.com,Dublin Business School,"13/14 Aungier St, Dublin, Ireland",
gautham Messi,"There is no option of giving no star otherwise I would have given, The college doesn't have good and well maintained website many times updated and whole things changed, you have to search for your submission, those things happen to me when I was trying to submit my assignment, submission link was gone to some other site and I end to submit in different submission link, which caused me to get fail 3rdtimes, the 2nd time results of my CA1 was not showing me,.so end up in fail, they didn't tell the reason, 3rd time my both the CA1&2 results was not showing me and again end up in fail, when I enquired about that, the respective management told me that I didn't submitted my assignment. I mailed my lecturer there is no response from them, I mailed each and every staff and again no response, the management can't find any solution for me, nothing, zero, till now I am mailing them. On the other side of my career when I got an intern opportunity but my college doesn't allow me and my ViSa status is not appropriate to do full time intern and lost the opportunity, I loose my hope of surviving here. Don't be so dump to choose and learn your career in right place, please do lots of research before filling your applications. Still I am student at DBS 2020batch and it's going to be a 3rd year for me, usually master max duration is 2year but here more than that.😂😂😂 Be careful about the fees even You won't get a ID card holder without paying some euros(cost-cutting). Don't fall on there way of Advertising it's totally different in reality, don't be a reel on expectations.",1,5,5 months ago,https://www.google.com/maps/contrib/105683050958045024106/reviews?hl=en-US&sa=X&ved=2ahUKEwjpg6ef5OP7AhWBEGIAHZ9nChQQvfQBegUIARCDAQ,www.google.com,Dublin Business School,"13/14 Aungier St, Dublin, Ireland",
Sam Solomon,"Absolute disgrace! Applied for masters and submitted everything that was required with the application including statement of results for the law degree that I completed. Along the way they requested the results again twice more and when I contacted them to see what at what stage my application was and to advise if either my application is being accepted or denied, so that I can apply elsewhere, instead they waited until after the course started 3 and a half weeks later, and sent me an email asking for results again and if I dont submit it short few hours later then they will cancel my application. Although I forward it again, they still cancel. They are lucky i havent sue them yet! I would highly recommend to stay away from them, unless you are willing to take a loss.",1,5,a year ago,https://www.google.com/maps/contrib/100392817018223995911/reviews?hl=en-US&sa=X&ved=2ahUKEwjT--Of5OP7AhXXLFkFHZPzDmwQvfQBegQIARAu,www.google.com,Dublin Business School,"13/14 Aungier St, Dublin, Ireland",
Sreejoy Halder,Very good college. My wife did an MBA from DBS and graduated with first class honours. She got a very good job within one month of graduation.,5,5,7 months ago,https://www.google.com/maps/contrib/112211038718824492969/reviews?hl=en-US&sa=X&ved=2ahUKEwjpg6ef5OP7AhWBEGIAHZ9nChQQvfQBegUIARCKAg,www.google.com,Dublin Business School,"13/14 Aungier St, Dublin, Ireland",
Peter D,"Disappointment is the word which better describe the feeling to study in there. The minimum quality you expect for a master degree course is prepared professors, which is not the reality on DBS. The lectures are poor structured and you can clearly see that the professors goals are prepare you for exams and so they are not concern with your learning process or even about teach something. Several times we had a professor saying things like ""you don't need to know this, just need to recognize the formula for the exam"". If you are looking for your personal / professional improvement, this is definitely not the place.",2,5,2 years ago,https://www.google.com/maps/contrib/105442681485979814683/reviews?hl=en-US&sa=X&ved=2ahUKEwjT--Of5OP7AhXXLFkFHZPzDmwQvfQBegQIARBx,www.google.com,Dublin Business School,"13/14 Aungier St, Dublin, Ireland",
Sylwia Szafranska,"Great school, excellent lecturers. Thanks to Jessica in Admissions and Olga my course coordinator I was able to complete the second last year without even setting my foot in Ireland. Big thank you",5,5,a year ago,https://www.google.com/maps/contrib/100043059189943884389/reviews?hl=en-US&sa=X&ved=2ahUKEwjT--Of5OP7AhXXLFkFHZPzDmwQvfQBegUIARCzAQ,www.google.com,Dublin Business School,"13/14 Aungier St, Dublin, Ireland",
siddhesh jadhav,The College is not accepting Educational gaps. Confirmation from official source.,1,5,2 months ago,https://www.google.com/maps/contrib/117716647364649193270/reviews?hl=en-US&sa=X&ved=2ahUKEwjT--Of5OP7AhXXLFkFHZPzDmwQvfQBegUIARCdAQ,www.google.com,Dublin Business School,"13/14 Aungier St, Dublin, Ireland",
Stephen Fisher,What you's are doing to those poor social care students you should be ashamed of yourselves. How come it wasn't up to Corus standards in the first place? What an embarrassment.. I hope the minister makes a show of yee,1,5,3 months ago,https://www.google.com/maps/contrib/110769608582166355234/reviews?hl=en-US&sa=X&ved=2ahUKEwjpg6ef5OP7AhWBEGIAHZ9nChQQvfQBegUIARCvAQ,www.google.com,Dublin Business School,"13/14 Aungier St, Dublin, Ireland",
Basit Halim,One of the worst college to study at for freshers. Although it is good for people with experience. All this college does is give you a student work permit for Ireland and no knowledge at all.,1,5,9 months ago,https://www.google.com/maps/contrib/113445011290193341608/reviews?hl=en-US&sa=X&ved=2ahUKEwjT--Of5OP7AhXXLFkFHZPzDmwQvfQBegQIARAY,www.google.com,Dublin Business School,"13/14 Aungier St, Dublin, Ireland",
John Muli,"One of the best schools around the Dublin city, they have very supportive staff members and experienced lecturers. My experience as a student was really amazing, I highly recommend the school if you are willing to work hard and explore.",5,5,a year ago,https://www.google.com/maps/contrib/117074812952241047043/reviews?hl=en-US&sa=X&ved=2ahUKEwjpg6ef5OP7AhWBEGIAHZ9nChQQvfQBegUIARDxAQ,www.google.com,Dublin Business School,"13/14 Aungier St, Dublin, Ireland",
Rajkumar Chhantyal,"First things, I like about this college its teach every students how deal with daily basis situation student life. They instructed you how to deal with problems not only they look for education. They just come to you like family.while they even encouraged you to make friends which motivated me to come college. They encourged student to involved in college activities join student union. And the teaching courses I love every courses and I really enjoyed doing an assignment all the time.so, many things is available in this college I love it. I really like this college. I would say 5 star ⭐️. I recommend for this college.",5,5,3 years ago,https://www.google.com/maps/contrib/103852739432308912613/reviews?hl=en-US&sa=X&ved=2ahUKEwjT--Of5OP7AhXXLFkFHZPzDmwQvfQBegUIARDJAQ,www.google.com,Dublin Business School,"13/14 Aungier St, Dublin, Ireland",
D K,Best college in entire Dublin. Teaching faculty is great they helps a lot throughout assessment and clearly explains all the concepts. Got results today. Happy with college. Provides all the amenities! Was a best masters journey.. I'll miss this college,5,5,2 months ago,https://www.google.com/maps/contrib/108522922768320668109/reviews?hl=en-US&sa=X&ved=2ahUKEwjpg6ef5OP7AhWBEGIAHZ9nChQQvfQBegQIARBA,www.google.com,Dublin Business School,"13/14 Aungier St, Dublin, Ireland",
Stephan Wagner,"Honestly, stay away from it. Really poor education if you are used to any standards. One star for the nice attitude of the lecturers (if they come to uni and do not stay away without excuses) and the more or less organized administration of the college (in strong contrast to professors). Feeling robbed money and time, peace ✌🏼 edit: seeing this college is not even replying or reacting to this shows how little they care 🙃",1,5,11 months ago,https://www.google.com/maps/contrib/103654733345080922792/reviews?hl=en-US&sa=X&ved=2ahUKEwjT--Of5OP7AhXXLFkFHZPzDmwQvfQBegQIARAC,www.google.com,Dublin Business School,"13/14 Aungier St, Dublin, Ireland",
Nithin john,"The Dublin business school is the most cheated institute in Dublin Ireland . This is my own personal experience 3years before I came here to study MBA programme. The management decided to make me fail in my examination for 3times due to no reason . I experience a high pressure in those times and my future career every thing is finished due to that and also my stay back finished. Now I ended up in huge mortgage (loan amount) and also I have experience the direct experience of violation . Student who studied the experience high amount of pressure and the faculties are also irresponsible and miss behaving to people ideas opportunities and plans ,several student were experience some terrible experience from lecture Shakeel siddique,enda Murphy, those time few students made complaint about there behaviour but the management never and further enquiries . The management haven't had any sense of responsibilities about the exparter students careers. Such a racist school never proud to say but even though never give any morality,kindness to student life . Student experience no further support from the institute . I suggest no one to participate there any courses I feel like I was very sad to give an late review about the general.",1,5,6 months ago,https://www.google.com/maps/contrib/114220032754039308506/reviews?hl=en-US&sa=X&ved=2ahUKEwjpg6ef5OP7AhWBEGIAHZ9nChQQvfQBegUIARDFAQ,www.google.com,Dublin Business School,"13/14 Aungier St, Dublin, Ireland",
Jack Mc Govern,Just started science coarse here have never felt more comfortable and exited somehow feel like I've experienced mouths of being at Dkit in one week. Leave every day feeling accomplished and exited for tomorrow the science department has already made a statement for proactive reflective learning which is very exciting.,5,5,3 years ago,https://www.google.com/maps/contrib/112989030372281794179/reviews?hl=en-US&sa=X&ved=2ahUKEwj1t7nt6eP7AhUmF2IAHVrOCkEQvfQBegUIARCPAQ,www.google.com,Dundalk Institute of Technology,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",
IshCookie,Great spot for dog walking.,5,5,11 months ago,https://www.google.com/maps/contrib/110654646642572918609/reviews?hl=en-US&sa=X&ved=2ahUKEwiD9ofu6eP7AhXkF1kFHV6DBtAQvfQBegQIARBw,www.google.com,Dundalk Institute of Technology,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",
Abdullah Muhaithel,"Dont even think to study in this racist college , Believe me You will Never get Your RIGHT AS a STUDENT!!",1,5,4 years ago,https://www.google.com/maps/contrib/117271414476204605609/reviews?hl=en-US&sa=X&ved=2ahUKEwiD9ofu6eP7AhXkF1kFHV6DBtAQvfQBegUIARDIAQ,www.google.com,Dundalk Institute of Technology,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",
Dan,Results are based on favouritism pretty much..,1,5,6 months ago,https://www.google.com/maps/contrib/104281779038809380020/reviews?hl=en-US&sa=X&ved=2ahUKEwiD9ofu6eP7AhXkF1kFHV6DBtAQvfQBegQIARAC,www.google.com,Dundalk Institute of Technology,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",
Colin Coombes,Attended open day with my daughter and staff couldn't be more helpful well run event and very informative,5,5,a year ago,https://www.google.com/maps/contrib/103036300605067114903/reviews?hl=en-US&sa=X&ved=2ahUKEwj1t7nt6eP7AhUmF2IAHVrOCkEQvfQBegUIARDpAQ,www.google.com,Dundalk Institute of Technology,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",
Stephen McElligott,Great place to go.,5,5,7 months ago,https://www.google.com/maps/contrib/113131013066268067401/reviews?hl=en-US&sa=X&ved=2ahUKEwiD9ofu6eP7AhXkF1kFHV6DBtAQvfQBegQIARAu,www.google.com,Dundalk Institute of Technology,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",
